Cell 134,C134,0x22010B,j/50,2.70,4.30,V,7E4
Cell 135,C135,0x22010B,k/50,2.70,4.30,V,7E4
Cell 136,C136,0x22010B,l/50,2.70,4.30,V,7E4
Cell 137,C137,0x22010B,m/50,2.70,4.30,V,7E4
Cell 138,C138,0x22010B,n/50,2.70,4.30,V,7E4
Cell 139,C139,0x22010B,o/50,2.70,4.30,V,7E4
Cell 140,C140,0x22010B,p/50,2.70,4.30,V,7E4
Cell 141,C141,0x22010B,q/50,2.70,4.30,V,7E4
Cell 142,C142,0x22010B,r/50,2.70,4.30,V,7E4
Cell 143,C143,0x22010B,s/50,2.70,4.30,V,7E4
Cell 144,C144,0x22010B,t/50,2.70,4.30,V,7E4
Cell 145,C145,0x22010B,u/50,2.70,4.30,V,7E4
Cell 146,C146,0x22010B,v/50,2.70,4.30,V,7E4
Cell 147,C147,0x22010B,w/50,2.70,4.30,V,7E4
Cell 148,C148,0x22010B,x/50,2.70,4.30,V,7E4
Cell 149,C149,0x22010B,y/50,2.70,4.30,V,7E4
Cell 150,C150,0x22010B,z/50,2.70,4.30,V,7E4
Cell 151,C151,0x22010B,aa/50,2.70,4.30,V,7E4
Cell 152,C152,0x22010B,ab/50,2.70,4.30,V,7E4
Cell 153,C153,0x22010B,ac/50,2.70,4.30,V,7E4
Cell 154,C154,0x22010B,ad/50,2.70,4.30,V,7E4
Cell 155,C155,0x22010B,ae/50,2.70,4.30,V,7E4
Cell 156,C156,0x22010B,af/50,2.70,4.30,V,7E4
Cell 157,C157,0x22010B,ag/50,2.70,4.30,V,7E4
Cell 158,C168,0x22010B,ah/50,2.70,4.30,V,7E4
Cell 159,C159,0x22010B,ai/50,2.70,4.30,V,7E4
Cell 160,C160,0x22010B,aj/50,2.70,4.30,V,7E4
Cell 161,C161,0x22010C,e/50,2.70,4.30,V,7E4
Cell 162,C162,0x22010C,f/50,2.70,4.30,V,7E4
Cell 163,C163,0x22010C,g/50,2.70,4.30,V,7E4
Cell 164,C164,0x22010C,h/50,2.70,4.30,V,7E4
Cell 165,C165,0x22010C,i/50,2.70,4.30,V,7E4
Cell 166,C166,0x22010C,j/50,2.70,4.30,V,7E4
Cell 167,C167,0x22010C,k/50,2.70,4.30,V,7E4
Cell 168,C168,0x22010C,l/50,2.70,4.30,V,7E4
Cell 169,C169,0x22010C,m/50,2.70,4.30,V,7E4
Cell 170,C170,0x22010C,n/50,2.70,4.30,V,7E4
Cell 171,C171,0x22010C,o/50,2.70,4.30,V,7E4
Cell 172,C172,0x22010C,p/50,2.70,4.30,V,7E4
Cell 173,C173,0x22010C,q/50,2.70,4.30,V,7E4
Cell 174,C174,0x22010C,r/50,2.70,4.30,V,7E4
Cell 175,C175,0x22010C,s/50,2.70,4.30,V,7E4
Cell 176,C176,0x22010C,t/50,2.70,4.30,V,7E4
Cell 177,C177,0x22010C,u/50,2.70,4.30,V,7E4
Cell 178,C178,0x22010C,v/50,2.70,4.30,V,7E4
Cell 179,C179,0x22010C,w/50,2.70,4.30,V,7E4
Cell 180,C180,0x22010C,x/50,2.70,4.30,V,7E4
Outside Temperature,Outdoor,220100,(G/2)-40,-40,80,C,7B3
Interior Temperature,Indoor,220100,(F/2)-40,-40,80,C,7B3
Average Battery Temp, Batt Avg,,(val{Battery Pack B01}+val{Battery Pack B02}+val{Battery Pack B03}+val{Battery Pack B04}+val{Battery Pack B05}+val{Battery Pack B06}+val{Battery Pack B07}+val{Battery Pack B08}+val{Battery Pack B09}+val{Battery Pack B10}+val{Battery Pack B11}+val{Battery Pack B12}+val{Battery Pack B13}+val{Battery Pack B14}+val{Battery Pack B15}+val{Battery Pack B16})/16.0,-40,80,C,
Average Cell Voltage,Avg Cell,0x220101,val{Battery DC Voltage}/180,2.70,4.30,V,7E4
80% Charge at 2.3kW,2.3kW80,0x220105,(MAX(0:(0.8-(val{State of Charge Display}/100))))*3193/60,0.0,72.0,hours,7E4
80% Charge at 7.2KW,7.2kW80,0x220105,(MAX(0:(0.8-(val{State of Charge Display}/100))))*1008/60,0.0,72.0,hours,7E4
Airbag H/wire Duty,Airbag,0x220105,w,50,100,,7E4
12V Battery Voltage,Aux,0x220101,ad*0.1,6.0,15.0,V,7E4
Charge Power,MaxREGEN,0x220105,((q<8)+r)/100,0,270,kW,7E4
Discharge Power,MaxPOWER,0x220105,((s<8)+t)/100,0,270,kW,7E4
Battery Cell Voltage Deviation,CellDiff,0x220105,u/50,0,1,V,7E4
Battery Current,Batt,0x220101,((Signed(K)*256)+L)/10,-200,200,A,7E4
Battery DC Voltage,Batt,0x220101,((m<8)+n)/10,400,840,V,7E4
Battery Heater Temperature,Heater,0x220105,Signed(X),0,80,C,7E4
Battery Power,Energy kW,0x220101,val{Battery Current}*val{Battery DC Voltage}/1000,-270,270,,7E4
BMS Ignition,Ignition,0x220101,{ay:2},0,1,,7E4
BMS Main Relay,Relay,0x220101,{j:0},0,1,,7E4
Cumulative Charge Current,CCC,0x220101,((ae<24)+(af<16)+(ag<8)+ah)/10,0,1000000,Ah,7E4
Cumulative Discharge Current,CDC,0x220101,((ai<24)+(aj<16)+(ak<8)+al)/10,0,1000000,Ah,7E4
Cumulative Energy Charged,CEC,0x220101,((am<24)+(an<16)+(ao<8)+ap)/10,0,1000000,kWh,7E4
Cumulative Energy Discharged,CED,0x220101,((aq<24)+(ar<16)+(as<8)+at)/10,0,1000000,kWh,7E4
Drive Motor Speed 1,RPM1,0x220101,(Signed(BB)*256)+BC,-10100,10100,rpm,7E4
Drive Motor Speed 2,RPM2,0x220101,(Signed(BD)*256))+BE,-10100,10100,rpm,7E4
HV Charging,Charging,0x220101,{j:7},0,1,,7E4
Inverter Capacitor Voltage,Capacitor,0x220101,((az<8)+ba),0,840,V,7E4
Isolation Resistance,Resistance,0x220101,((bf<8)+bg),0,1000,kOhm,7E4
Normal Charge Port,AC Plug,0x220101,{j:5},0,1,,7E4
Operating Time,OpTime,0x220101,((au<24)+(av<16)+(aw<8)+ax)/3600,0,1000000,hours,7E4
Rapid Charge Port,CCS Plug,0x220101,{j:6},0,1,,7E4
State of Charge BMS,SOC BMS,0x220101,e/2,0,100,%,7E4
State of Charge Display,SOC,0x220105,af/2,0,100,%,7E4
State of Health,SOH,0x220105,((z<8)+aa)/10,0,100,%,7E4
Requested Charge Current,Req Current,0x220101,((h<8)+i)/10,0,200,A,7E4
Tire Pressure Front Left,FL,0x22C00B,e/5,0.00,120.00,psi,7A0
Tire Pressure Front Right,FR,0x22C00B,j/5,0.00,120.00,psi,7A0
Tire Pressure Back Left,BL,0x22C00B,o/5,0.00,120.00,psi,7A0
Tire Pressure Back Right,BR,0x22C00B,t/5,0.00,120.00,psi,7A0
Tire Temperature Front Left,FL,0x22C00B,f-50,-40,65,C,7A0
Tire Temperature Front Right,FR,0x22C00B,k-50,-40,65,C,7A0
Tire Temperature Back Left,BL,0x22C00B,p-50,-40,65,C,7A0
Tire Temperature Back Right,BR,0x22C00B,u-50,-40,65,C,7A0
Odometer,Odo,0x22B002,Int24(g:h:i),0,16777215,km,7C6
Real Vehicle Speed,Speed,220100,ad,0,200,kmh,7B3
